
Left Force,Left Angle,Left Encoder Angle,Pacchetto,Time

50.7,	69,	1,	516,	25.3212
50.7,	69,	1,	516,	25.3212
50.8,	69,	1,	516,	25.3262
50.7,	70,	1,	516,	25.3311
50.2,	71,	1,	516,	25.3361
49.3,	72,	1,	516,	25.3413
49,	73,	1,	516,	25.3461
48.8,	73,	1,	517,	25.351
48.8,	73,	1,	517,	25.351
48.6,	74,	1,	517,	25.356
48.5,	75,	1,	517,	25.361
48.4,	76,	1,	517,	25.3659
47.7,	77,	1,	517,	25.3709
48.1,	77,	1,	517,	25.3759
48.6,	78,	8,	518,	25.3808
48.6,	78,	8,	518,	25.3808
49.6,	79,	8,	518,	25.3858
51.4,	80,	8,	518,	25.3909
53.2,	81,	8,	518,	25.3957
53.2,	81,	8,	518,	25.4007
53.8,	82,	8,	518,	25.4056
53.8,	83,	8,	519,	25.4106
53.8,	83,	8,	519,	25.4106
53.2,	84,	8,	519,	25.4156
53.6,	85,	8,	519,	25.4207
52.9,	85,	8,	519,	25.4257
52.3,	86,	8,	519,	25.4307
52,	87,	8,	519,	25.4356
50.1,	88,	16,	520,	25.4407
50.1,	88,	16,	520,	25.4407
49.8,	88,	16,	520,	25.4457
49,	89,	16,	520,	25.4507
48.9,	90,	16,	520,	25.4557
49.4,	91,	16,	520,	25.4607
49.4,	92,	16,	520,	25.4657
49.2,	92,	24,	521,	25.4707
49.2,	92,	24,	521,	25.4707
48.9,	93,	24,	521,	25.4757
48,	94,	24,	521,	25.4807
46,	95,	24,	521,	25.4857
45.4,	95,	24,	521,	25.491
43.6,	96,	24,	521,	25.4957
41.9,	97,	32,	522,	25.5007
41.9,	97,	32,	522,	25.5007
41.3,	98,	32,	522,	25.5057
40.7,	99,	32,	522,	25.5107
39.6,	99,	32,	522,	25.5157
39.5,	99,	32,	522,	25.52
38.9,	100,	32,	522,	25.525
38.3,	101,	40,	523,	25.5299
38.3,	101,	40,	523,	25.5299
36.2,	102,	40,	523,	25.5349
34.9,	102,	40,	523,	25.54
31.7,	103,	40,	523,	25.5448
30,	104,	40,	523,	25.5498
29.7,	105,	40,	523,	25.5547
29.3,	106,	40,	524,	25.5597
29.3,	106,	40,	524,	25.5597
28.7,	106,	40,	524,	25.5647
27.7,	107,	40,	524,	25.5697
27.4,	108,	40,	524,	25.5746
27.2,	109,	40,	524,	25.5796
26.5,	110,	40,	524,	25.5846
26.5,	110,	57,	525,	25.5896
26.5,	110,	57,	525,	25.5896
27,	111,	57,	525,	25.5945
27,	112,	57,	525,	25.5995
26.2,	113,	57,	525,	25.6045
26.3,	114,	57,	525,	25.6094
25.7,	114,	57,	525,	25.6144
25.5,	115,	57,	526,	25.6194
25.5,	115,	57,	526,	25.6194
24.1,	116,	57,	526,	25.6243
23,	117,	57,	526,	25.6293
22.2,	118,	57,	526,	25.6342
21.1,	118,	57,	526,	25.6394
20.1,	119,	57,	526,	25.6442
19.8,	120,	65,	527,	25.6492
19.8,	120,	65,	527,	25.6492
19.3,	121,	65,	527,	25.6541
19.1,	122,	65,	527,	25.6591
19.2,	122,	65,	527,	25.6641
18.8,	123,	65,	527,	25.669
19.7,	124,	65,	527,	25.674
19.5,	125,	72,	528,	25.679
19.5,	125,	72,	528,	25.679
19.3,	126,	72,	528,	25.6839
17.3,	126,	72,	528,	25.6889
16.7,	127,	72,	528,	25.6938
15.6,	128,	72,	528,	25.6988
14.2,	129,	72,	528,	25.7038
14.1,	129,	72,	529,	25.7088
14.1,	129,	72,	529,	25.7088
14.1,	130,	72,	529,	25.7137
13.8,	131,	72,	529,	25.7187
14,	132,	72,	529,	25.7237
14,	133,	72,	529,	25.7286
14,	133,	72,	529,	25.7336
14.7,	134,	89,	530,	25.7386
14.7,	134,	89,	530,	25.7386
14.7,	135,	89,	530,	25.7435
14.7,	136,	89,	530,	25.7485
14.6,	136,	89,	530,	25.7535
13.6,	137,	89,	530,	25.7584
11.3,	138,	89,	530,	25.7634
9.6,	139,	89,	531,	25.7684
9.6,	139,	89,	531,	25.7684
8.8,	139,	89,	531,	25.7733
7.7,	140,	89,	531,	25.7783
6.7,	141,	89,	531,	25.7833
4.6,	142,	89,	531,	25.7882
4.5,	143,	89,	531,	25.7932
4.6,	143,	97,	532,	25.7982
4.6,	143,	97,	532,	25.7982
4.7,	144,	97,	532,	25.8031
4.4,	145,	97,	532,	25.8081
3.9,	146,	97,	532,	25.8131
3.2,	146,	97,	532,	25.8181
3.7,	147,	97,	532,	25.823
3.7,	148,	97,	533,	25.828
3.7,	148,	97,	533,	25.828
3.7,	149,	97,	533,	25.8329
3.7,	149,	97,	533,	25.8379
3.9,	150,	97,	533,	25.8429
3.9,	151,	97,	533,	25.8478
3.5,	152,	97,	533,	25.8528
1.5,	157,	106,	534,	25.8875
1.5,	157,	106,	534,	25.8875
1.2,	158,	106,	534,	25.8925
1.8,	159,	106,	534,	25.8975
1.7,	160,	106,	534,	25.9025
0,	160,	106,	534,	25.9074
-0.9,	161,	106,	534,	25.9124
-1,	162,	106,	535,	25.9174
-1,	162,	106,	535,	25.9174
-1.4,	163,	106,	535,	25.9223
-1.1,	163,	106,	535,	25.9273
-2.1,	164,	106,	535,	25.9323
-2.5,	165,	106,	535,	25.9373
-4.3,	166,	106,	535,	25.9423
-5.5,	166,	114,	536,	25.9472
-5.5,	166,	114,	536,	25.9472
-7.5,	167,	114,	536,	25.9521
-8.9,	168,	114,	536,	25.9571
-10.1,	169,	114,	536,	25.9621
-11.8,	169,	114,	536,	25.9671
-12.2,	170,	114,	536,	25.972
-14.8,	171,	137,	537,	25.977
-14.8,	171,	137,	537,	25.977
-16.9,	172,	137,	537,	25.9819
-17.9,	172,	137,	537,	25.9869
-18.4,	173,	137,	537,	25.992
-18.5,	174,	137,	537,	25.9969
-19.2,	175,	137,	537,	26.0018
-20.6,	175,	137,	538,	26.0068
