
Left Force,Left Angle,Left Encoder Angle,Pacchetto,Time

-33.4,	186,	0,	441,	102.439
-33.4,	186,	0,	441,	102.439
-33.7,	187,	0,	441,	102.444
-34.8,	187,	0,	441,	102.449
-35.5,	188,	0,	441,	102.454
-35.9,	189,	0,	441,	102.459
-36.3,	190,	0,	441,	102.464
-37,	190,	0,	442,	102.469
-37,	190,	0,	442,	102.469
-37.1,	191,	0,	442,	102.474
-37.7,	192,	0,	442,	102.479
-37.8,	193,	0,	442,	102.484
-38.5,	193,	0,	442,	102.489
-38.5,	194,	0,	442,	102.494
-38.2,	195,	0,	443,	102.499
-38.2,	195,	0,	443,	102.499
-38.4,	196,	0,	443,	102.504
-38.8,	196,	0,	443,	102.509
-39.2,	197,	0,	443,	102.514
-41.3,	198,	0,	443,	102.518
-41.4,	199,	0,	443,	102.523
-42.5,	199,	0,	444,	102.528
-42.5,	199,	0,	444,	102.528
-44.6,	200,	0,	444,	102.533
-45.4,	201,	0,	444,	102.538
-46,	202,	0,	444,	102.543
-46.9,	202,	0,	444,	102.548
-46.6,	203,	0,	444,	102.553
-48.2,	204,	0,	445,	102.558
-48.2,	204,	0,	445,	102.558
-49,	205,	0,	445,	102.563
-49,	205,	0,	445,	102.568
-48.9,	206,	0,	445,	102.573
-48.9,	207,	0,	445,	102.578
-48.5,	208,	0,	445,	102.583
-48.2,	208,	0,	446,	102.588
-48.2,	208,	0,	446,	102.588
-48,	209,	0,	446,	102.593
-48.5,	210,	0,	446,	102.598
-48.5,	211,	0,	446,	102.603
-50.9,	212,	0,	446,	102.608
-52.4,	212,	0,	446,	102.613
-52.4,	213,	0,	447,	102.618
-52.4,	213,	0,	447,	102.618
-52.6,	214,	0,	447,	102.623
-52.6,	215,	0,	447,	102.628
-52.5,	215,	0,	447,	102.633
-52,	216,	0,	447,	102.638
-51.8,	217,	0,	447,	102.643
-51.4,	218,	0,	448,	102.648
-51.4,	218,	0,	448,	102.648
-51.2,	218,	0,	448,	102.653
-51.2,	219,	0,	448,	102.658
-51.6,	220,	0,	448,	102.663
-51.6,	221,	0,	448,	102.668
-51.4,	221,	0,	448,	102.673
-51.5,	222,	0,	449,	102.678
-51.5,	222,	0,	449,	102.678
-51.3,	223,	0,	449,	102.683
-52.9,	224,	0,	449,	102.688
-52.5,	224,	0,	449,	102.693
-54.3,	225,	0,	449,	102.698
-54.2,	226,	0,	449,	102.703
-54.2,	227,	0,	450,	102.707
-54.2,	227,	0,	450,	102.707
-54,	228,	0,	450,	102.712
-51.9,	228,	0,	450,	102.717
-51.4,	229,	0,	450,	102.722
-49.9,	230,	0,	450,	102.727
-48.6,	231,	0,	450,	102.732
-46.8,	231,	0,	451,	102.737
-46.8,	231,	0,	451,	102.737
-46.8,	232,	0,	451,	102.742
-46.8,	233,	0,	451,	102.747
-47.3,	234,	0,	451,	102.752
-47.3,	234,	0,	451,	102.757
-46.8,	235,	0,	451,	102.762
-46.5,	236,	0,	452,	102.767
-46.5,	236,	0,	452,	102.767
-46,	237,	0,	452,	102.772
-45.4,	238,	0,	452,	102.777
-45.6,	238,	0,	452,	102.782
-45.5,	239,	0,	452,	102.787
-45.7,	240,	0,	452,	102.792
-45.7,	241,	0,	453,	102.797
-45.7,	241,	0,	453,	102.797
-45.7,	241,	0,	453,	102.802
-44.5,	242,	0,	453,	102.807
-43.8,	243,	0,	453,	102.812
-43,	244,	0,	453,	102.817
-42.1,	245,	0,	453,	102.822
-41.6,	245,	0,	454,	102.827
-41.6,	245,	0,	454,	102.827
-41,	246,	0,	454,	102.832
-40.2,	247,	0,	454,	102.837
-39.5,	248,	0,	454,	102.842
-39.2,	248,	0,	454,	102.847
-39.2,	249,	0,	454,	102.852
-39.3,	250,	0,	455,	102.857
-39.3,	250,	0,	455,	102.857
-39.4,	251,	0,	455,	102.862
-38.9,	251,	0,	455,	102.867
-38,	252,	0,	455,	102.872
-37.3,	253,	0,	455,	102.877
-37.1,	254,	0,	455,	102.882
-35.7,	255,	0,	456,	102.887
-35.7,	255,	0,	456,	102.887
-34.3,	255,	0,	456,	102.892
-33,	256,	0,	456,	102.897
-32.3,	257,	0,	456,	102.901
-32.2,	258,	0,	456,	102.906
-32.1,	258,	0,	456,	102.911
-33.4,	259,	0,	457,	102.916
-33.4,	259,	0,	457,	102.916
-33.4,	260,	0,	457,	102.921
-33.8,	261,	0,	457,	102.926
-34.3,	262,	0,	457,	102.931
-34,	262,	0,	457,	102.937
-33.2,	263,	0,	457,	102.941
-31.9,	264,	0,	458,	102.946
-31.9,	264,	0,	458,	102.946
-31,	265,	0,	458,	102.951
-30.6,	265,	0,	458,	102.956
-30.2,	266,	0,	458,	102.961
-30,	267,	0,	458,	102.966
-30,	268,	0,	458,	102.971
-28.8,	269,	0,	459,	102.976
-28.8,	269,	0,	459,	102.976
-28.1,	269,	0,	459,	102.981
-29.3,	270,	0,	459,	102.987
-29.8,	271,	0,	459,	102.991
-29.8,	272,	0,	459,	102.996
-29.6,	272,	0,	459,	103.001
-29.6,	273,	0,	460,	103.006
-29.6,	273,	0,	460,	103.006
-29.2,	274,	0,	460,	103.011
-28.8,	275,	0,	460,	103.016
-27.8,	276,	0,	460,	103.021
-26.8,	276,	0,	460,	103.026
-25.3,	277,	0,	460,	103.031
-24.5,	278,	0,	461,	103.037
-24.5,	278,	0,	461,	103.037
-24.2,	279,	0,	461,	103.041
-23.7,	280,	0,	461,	103.046
-23.7,	280,	0,	461,	103.051
-23.6,	280,	0,	461,	103.056
-24,	281,	0,	461,	103.061
-24.2,	282,	0,	462,	103.066
-24.2,	282,	0,	462,	103.066
-24.5,	283,	0,	462,	103.071
-24.6,	283,	0,	462,	103.076
-25,	284,	0,	462,	103.081
-25,	285,	0,	462,	103.085
-25.2,	286,	0,	462,	103.09
-25.6,	287,	0,	463,	103.095
-25.6,	287,	0,	463,	103.095
-26.4,	287,	0,	463,	103.1
-26.7,	288,	0,	463,	103.105
-26.7,	289,	0,	463,	103.11
-26.9,	290,	0,	463,	103.115
-26.3,	290,	0,	463,	103.12
-26.1,	291,	0,	464,	103.125
-26.1,	291,	0,	464,	103.125
-26.1,	292,	0,	464,	103.13
-26.5,	293,	0,	464,	103.135
-26.5,	293,	0,	464,	103.14
-26.5,	294,	0,	464,	103.145
-26.3,	295,	0,	464,	103.15
-26.5,	296,	0,	465,	103.155
-26.5,	296,	0,	465,	103.155
-26.7,	296,	0,	465,	103.16
-26.5,	297,	0,	465,	103.165
-26.5,	298,	0,	465,	103.17
-27,	299,	0,	465,	103.175
-26.6,	300,	0,	465,	103.18
-25.9,	300,	0,	466,	103.185
-25.9,	300,	0,	466,	103.185
-25.5,	301,	0,	466,	103.19
-25.1,	302,	0,	466,	103.195
-24.8,	303,	0,	466,	103.2
-24.5,	303,	0,	466,	103.205
-24.3,	304,	0,	466,	103.21
-24,	305,	0,	467,	103.215
-24,	305,	0,	467,	103.215
-23.8,	306,	0,	467,	103.22
-23.4,	306,	0,	467,	103.225
-23.1,	307,	0,	467,	103.23
-22.6,	308,	0,	467,	103.235
-21.8,	309,	0,	467,	103.24
-21.2,	309,	0,	468,	103.245
-21.2,	309,	0,	468,	103.245
-20.3,	310,	0,	468,	103.25
-19.7,	311,	0,	468,	103.255
-20.1,	312,	0,	468,	103.26
-20,	312,	0,	468,	103.264
-20.2,	313,	0,	468,	103.269
-20.2,	314,	0,	469,	103.274
-20.2,	314,	0,	469,	103.274
-20,	315,	0,	469,	103.279
